movieID,movie title,genres
m534,storytelling,['comedy' 'drama']
m535,stranglehold,['action' 'adventure' 'crime']
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,['comedy' 'drama']
m537,suburbia,['comedy' 'drama']
m538,sugar & spice,['comedy' 'crime']
m539,sunset blvd.,['drama' 'film-noir']
m540,supergirl,['action' 'adventure' 'sci-fi']
m541,superman iii,['action' 'adventure' 'comedy' 'fantasy' 'sci-fi']
m542,superman ii,['action' 'adventure' 'fantasy' 'romance' 'sci-fi']
m543,superman iv: the quest for peace,['action' 'adventure' 'family' 'fantasy' 'sci-fi']
m544,superman,['action' 'family' 'sci-fi']
m545,the sweet hereafter,['drama']
m546,sweet smell of success,['drama' 'film-noir']
m547,terminator 2: judgment day,['action' 'sci-fi' 'thriller']
m548,taking sides,['drama' 'music' 'war']
m549,the terminator,['action' 'sci-fi' 'thriller']
m550,the game,['drama' 'mystery' 'thriller']
m551,the haunting,['horror' 'thriller' 'mystery']
m552,the limey,['crime' 'drama' 'mystery' 'thriller']
m553,the man who wasn't there,['crime' 'drama']
m554,the relic,['horror' 'mystery' 'thriller']
m555,the truman show,['drama']
m556,the x files,['crime' 'horror' 'mystery' 'sci-fi' 'thriller']
m557,the cell,['drama' 'fantasy' 'horror' 'sci-fi' 'thriller']
m558,the third man,['film-noir' 'mystery' 'thriller']
m559,the beach,['adventure' 'drama' 'romance' 'thriller']
m560,the believer,['drama']
m561,le grand bleu,['adventure' 'drama' 'romance']
m562,the hebrew hammer,['comedy']
m563,the leopard man,['drama' 'horror' 'mystery' 'thriller']
m564,the lost son,['crime' 'drama' 'romance' 'thriller']
m565,the messenger,['drama' 'romance' 'war']
m566,the pianist,['biography' 'drama' 'war']
m567,the piano,['drama' 'romance']
m568,the sting,['comedy' 'crime' 'drama']
m569,the thin man,['comedy' 'crime' 'drama' 'mystery' 'romance']
m570,three kings,['action' 'adventure' 'comedy' 'drama' 'war']
m571,thx 1138,['drama' 'mystery' 'sci-fi' 'thriller']
m572,ticker,['action' 'thriller' 'crime']
m573,trouble in paradise,['comedy' 'crime' 'romance']
m574,titanic,['drama' 'history' 'romance']
m575,transatlantic merry-go-round,['comedy' 'musical' 'mystery' 'romance']
m576,tombstone,['action' 'drama' 'history' 'romance' 'western']
m577,tomorrow never dies,['action' 'adventure' 'thriller']
m578,to sleep with anger,['drama']
m579,toy story,['animation' 'adventure' 'comedy' 'family' 'fantasy']
m580,the magic toyshop,['fantasy']
m581,traffic,['crime' 'drama' 'thriller']
m582,trainspotting,['crime' 'drama']
m583,star trek v: the final frontier,['action' 'adventure' 'sci-fi' 'thriller']
m584,tron,['action' 'adventure' 'sci-fi' 'thriller' 'sci-fi']
m585,true lies,['action' 'thriller']
m586,true romance,['crime' 'romance' 'thriller']
m587,twelve monkeys,['mystery' 'sci-fi' 'thriller']
m588,u-turn,['drama']
m589,u turn,['crime' 'drama' 'thriller']
m590,unbreakable,['drama' 'fantasy' 'mystery' 'thriller']
m591,unforgiven,['drama' 'western']
m592,the usual suspects,['crime' 'mystery' 'thriller']
m593,verdict,['drama']
m594,vertigo,['crime' 'mystery' 'romance' 'thriller']
m595,very bad things,['comedy' 'crime' 'thriller']
m596,viridiana,['drama']
m597,virtuosity,['action' 'crime' 'sci-fi' 'thriller']
m598,wag the dog,['comedy' 'drama']
m599,wall street,['crime' 'drama']
m600,waxwork,['comedy' 'fantasy' 'horror']
m601,what lies beneath,['drama' 'horror' 'mystery' 'thriller']
m602,what women want,['comedy' 'fantasy' 'romance']
m603,the witching hour,['documentary' 'short']
m604,white angel,['drama' 'thriller']
m605,who's your daddy?,['comedy']
m606,wild things,['crime' 'mystery' 'thriller']
m607,wild wild west,['action' 'western' 'comedy' 'sci-fi']
m608,willow,['action' 'adventure' 'drama' 'fantasy' 'romance']
m609,witness,['drama' 'romance' 'thriller']
m610,the wizard of oz,['adventure' 'family' 'fantasy' 'musical']
m611,the world is not enough,['action' 'adventure' 'thriller']
m612,watchmen,['action' 'crime' 'fantasy' 'mystery' 'sci-fi' 'thriller']
m613,xxx,['action' 'adventure' 'crime']
m614,x-men,['action' 'sci-fi']
m615,young frankenstein,['comedy' 'sci-fi']
m616,zulu dawn,['action' 'adventure' 'drama' 'history' 'war']
