characterID,character name,movieID
u1095,GERROLD,m72
u1096,GIRL,m72
u1097,JOE,m72
u1098,JOHN,m72
u1099,JOHN ELLIS,m72
u1100,JOSH,m72
u1101,MAN,m72
u1102,MANAGER,m72
u1103,MARGARET,m72
u1104,MAXINE,m72
u1105,MELORRA,m72
u1106,REBECCA,m72
u1107,ROBERTA,m72
u1108,SEYMOUR,m72
u1109,THERAPIST,m72
u1110,TODD,m72
u1111,ABDULLAH,m73
u1112,BEAUMONT,m73
u1113,HAWTHORNE,m73
u1114,HELENA,m73
u1115,MIDDLE COOLIE,m73
u1116,PATTERSON,m73
u1117,REDBEARD,m73
u1118,SAMUEL,m73
u1119,STARLING,m73
u1120,DANA,m74
u1121,ELAINE,m74
u1122,FRANK,m74
u1123,HARDEMEYER,m74
u1124,JANINE,m74
u1125,JANOSZ,m74
u1126,JUDGE,m74
u1127,LOUIS,m74
u1128,MILTON,m74
u1129,PROSECUTOR,m74
u1130,SHERMAN,m74
u1131,SPENGLER,m74
u1132,STANTZ,m74
u1133,VENKMAN,m74
u1134,VIGO,m74
u1135,WINSTON,m74
u1136,BRIDE,m75
u1137,COED,m75
u1138,DANA,m75
u1139,DEAN YAEGER,m75
u1140,FIRST BUM,m75
u1141,GROOM,m75
u1142,HEAD LIBRARIAN,m75
u1143,JANINE,m75
u1144,LOUIS,m75
u1145,MANAGER,m75
u1146,PECK,m75
u1147,SECOND BUM,m75
u1148,SOPHOMORE,m75
u1149,SPENGLER,m75
u1150,STANTZ,m75
u1151,STREET PUNK,m75
u1152,VENKMAN,m75
u1153,WINSTON,m75
u1154,WOMAN,m75
u1155,COMMODUS,m76
u1156,COS,m76
u1157,FALCO,m76
u1158,GAIUS,m76
u1159,GRACCHUS,m76
u1160,JUBA,m76
u1161,LUCILLA,m76
u1162,MARCUS AURELIUS,m76
u1163,NARCISSUS,m76
u1164,PROXIMO,m76
u1165,QUINTUS,m76
u1166,SELENE,m76
u1167,THEMIS,m76
u1168,TRIBUUS,m76
u1169,BEN,m77
u1170,BEN'S VOICE,m77
u1171,CLERK,m77
u1172,ELAINE,m77
u1173,MR. BRADDOCK,m77
u1174,MR. MCCLEERY,m77
u1175,MR. MCQUIRE,m77
u1176,MR. ROBINSON,m77
u1177,MRS. BRADDOCK,m77
u1178,MRS. ROBINSON,m77
u1179,MRS. ROBINSON'S VOICE,m77
u1180,MRS. SINGLEMAN,m77
u1181,ROOM CLERK,m77
u1182,WOMAN'S VOICE,m77
u1183,A MAN,m78
u1184,BARON,m78
u1185,CHAUFFEUR,m78
u1186,CLERK,m78
u1187,DOCTOR,m78
u1188,FLAEMMCHEN,m78
u1189,GERSTENKORN,m78
u1190,GRUSINSKAYA,m78
u1191,KRINGELEIN,m78
u1192,MANAGER,m78
u1193,MEIERHEIM,m78
u1194,PIMENOV,m78
u1195,PREYSING,m78
u1196,ROHNA,m78
u1197,SCHWEIMANN,m78
u1198,SENF,m78
u1199,SUZETTE,m78
u1200,WAITZ,m78
u1201,ZINNOWITZ,m78
u1202,BOBO,m79
u1203,CLERK,m79
u1204,COLE,m79
u1205,DOCTOR,m79
u1206,HEBBING,m79
u1207,IRV,m79
u1208,JEWELER,m79
u1209,KAGGS,m79
u1210,LILLY,m79
u1211,MANAGER,m79
u1212,MINTZ,m79
u1213,MYRA,m79
u1214,PIERSON,m79
u1215,ROY,m79
u1216,SIMMS,m79
u1217,BLAKE,m80
u1218,CARTER,m80
u1219,DEPUTY CLARK,m80
u1220,EDDIE,m80
u1221,JIMMY,m80
u1222,JOHN,m80
u1223,KERI,m80
u1224,LINDA,m80
u1225,MOLLY,m80
u1226,PAMELA,m80
u1227,SHANE,m80
u1228,WILL,m80
u1229,BETH,m81
u1230,DANNY,m81
u1231,DEBRA,m81
u1232,HARRY SIMMS,m81
u1233,JAMIE,m81
u1234,JOHN,m81
u1235,KARA,m81
u1236,LOOMIS,m81
u1237,TIM,m81
u1238,TOMMY,m81
u1239,WYNN,m81
u1240,HAROLD,m82
u1241,LOOSELEAF,m82
u1242,MILDRED,m82
u1243,PAUL,m82
u1244,PENELOPE,m82
u1245,SHUTTLE,m82
u1246,VON KONIGSWALD,m82
u1247,WANDA JUNE,m82
u1248,WOODLY,m82
u1249,BEATRICE,m83
u1250,BLACK STUD,m83
u1251,BURROWS,m83
u1252,FELICE,m83
u1253,GIRL AT THE WINDOW,m83
u1254,HOPE,m83
u1255,JAKE,m83
u1256,JISM JIM,m83
u1257,KRISTEN,m83
u1258,MANAGER,m83
u1259,MARSHA,m83
u1260,MARY,m83
u1261,MAST,m83
u1262,NIKI,m83
u1263,RAMADA,m83
u1264,RUCKER,m83
u1265,TELLER,m83
u1266,TOD,m83
u1267,WES,m83
u1268,CANDY,m84
u1269,COP,m84
u1270,EDITH,m84
u1271,GLAUCUS,m84
u1272,HAROLD,m84
u1273,MAUDE,m84
u1274,MRS. CHASEN,m84
u1275,OFFICER,m84
u1276,PRIEST,m84
u1277,PSYCHIATRIST,m84
u1278,SUNSHINE,m84
u1279,UNCLE VICTOR,m84
u1280,FEMALE CENOBITE,m85
u1281,FRANK,m85
u1282,JULIA,m85
u1283,KIRSTY,m85
u1284,KYLE,m85
u1285,MALAHIDE,m85
u1286,PINHEAD,m85
u1287,RONSON,m85
u1288,TIFFANY,m85
u1289,ABE,m86
u1290,ABE'S VOICE,m86
u1291,BROOM,m86
u1292,CLAY,m86
u1293,GRIGORY,m86
u1294,HELLBOY,m86
u1295,LIZ,m86
u1296,LOBBY GUARD,m86
u1297,MANNING,m86
u1298,MATLIN,m86
u1299,MYERS,m86
u1300,WHITMAN,m86
u1301,1ST MAN,m87
u1302,2ND MAN,m87
u1303,CENOBITE,m87
u1304,DOCTOR,m87
u1305,FRANK,m87
u1306,JULIA,m87
u1307,KIRSTY,m87
u1308,LARRY,m87
u1309,NURSE,m87
u1310,PRUDHOE,m87
u1311,STEVE,m87
u1312,ALISON'S MOM,m88
u1313,BARRY,m88
u1314,CAROLINE,m88
u1315,CHARLIE,m88
u1316,CUSTOMER,m88
u1317,DICK,m88
u1318,IAN,m88
u1319,LAURA,m88
u1320,LIZ,m88
u1321,MARIE,m88
u1322,MOM,m88
u1323,ROB,m88
u1324,VINCE,m88
u1325,WOMAN,m88
u1326,BRENNA,m89
u1327,CONOR,m89
u1328,DENNIS,m89
u1329,DESK OFFICER,m89
u1330,DUPONT,m89
u1331,EXAMINER,m89
u1332,FATHER,m89
u1333,GRANDSON,m89
u1334,INSPECTOR,m89
u1335,INTRUDER,m89
u1336,KAHN,m89
u1337,KATHERINE,m89
u1338,KIDELL,m89
u1339,KNIGHT,m89
u1340,KNIGHT'S VOICE,m89
u1341,LIBRARIAN,m89
u1342,MAJOR,m89
u1343,MAN,m89
u1344,MARA,m89
u1345,MORAN,m89
u1346,MOTHER,m89
u1347,MR. NORTH,m89
u1348,MULET,m89
u1349,ROMIREZ,m89
u1350,SUPERVISOR,m89
u1351,TAUPIN,m89
u1352,TAVERN MAN #2,m89
u1353,TRAVELLER,m89
u1354,UNCLE JOE,m89
u1355,BENSINGER,m90
u1356,BRUCE,m90
u1357,BURNS,m90
u1358,COOLEY,m90
u1359,DUFFY,m90
u1360,EGELHOFFER,m90
u1361,ENDICOTT,m90
u1362,GUS,m90
u1363,HARTMAN,m90
u1364,HILDY,m90
u1365,LIEUTENANT,m90
u1366,LOUIE,m90
u1367,LOUIS,m90
u1368,MAYOR,m90
u1369,MCCUE,m90
u1370,MOLLIE,m90
u1371,MRS. BALDWIN,m90
u1372,MURPHY,m90
u1373,PINKUS,m90
u1374,SCHWARTZ,m90
u1375,WILLIAMS,m90
u1376,WILSON,m90
u1377,BILL,m91
u1378,BRUCE,m91
u1379,CLIVE,m91
u1380,DAWN,m91
u1381,GRACE,m91
u1382,GRANDFATHER GEORGE,m91
u1383,GRANDMA,m91
u1384,MAC,m91
u1385,MOLLY,m91
u1386,ROGER,m91
u1387,SUE,m91
u1388,BABY,m92
u1389,BILL,m92
u1390,CAPT. SPAULDING,m92
u1391,CASHIER,m92
u1392,DENISE,m92
u1393,HUSTON,m92
u1394,JERRY,m92
u1395,MARY,m92
u1396,MOTHER,m92
u1397,MR. WILLIS,m92
u1398,NAISH,m92
u1399,OTIS,m92
u1400,STUCKY,m92
u1401,WYDELL,m92
u1402,FATHER,m93
u1403,FEMALE ROOMMATE,m93
u1404,GABRIELLE,m93
u1405,LILA,m93
u1406,MOTHER,m93
u1407,NATHAN,m93
u1408,OLDER WOMAN,m93
u1409,PUFF,m93
u1410,ROSE,m93
u1411,WENDALL,m93
u1412,BARTENDER,m94
u1413,BERT,m94
u1414,BIG JOHN,m94
u1415,CHARLIE,m94
u1416,EDDIE,m94
u1417,FATS,m94
u1418,FINDLEY,m94
u1419,PLAYER,m94
u1420,SARAH,m94
u1421,YOUNG MAN,m94
u1422,EMMA,m95
u1423,FRENCH VOICE,m95
u1424,NEVILLE,m95
u1425,OLD MAN,m95
u1426,VIRGINIA,m95
u1427,DAD,m96
u1428,DAD'S VOICE,m96
u1429,JIMMY,m96
u1430,LINDA,m96
u1431,MOM,m96
u1432,PRINCIPAL,m96
u1433,ALICIA,m97
u1434,CONSTANCE,m97
u1435,DAVID,m97
u1436,GENERAL GREY,m97
u1437,JASMINE,m97
u1438,JIMMY,m97
u1439,MARGARET,m97
u1440,MARTY,m97
u1441,MIGUEL,m97
u1442,MOISHE,m97
u1443,NIMZIKI,m97
u1444,OKUN,m97
u1445,OKUN/ALIEN,m97
u1446,PHILIP,m97
u1447,PRESIDENT,m97
u1448,RUSSELL,m97
u1449,SECOND OFFICER,m97
u1450,STEVE,m97
u1451,TROY,m97
u1452,BRODY,m98
u1453,BUTLER,m98
u1454,DONOVAN,m98
u1455,ELSA,m98
u1456,HENRY,m98
u1457,INDY,m98
u1458,KAZIM,m98
u1459,KNIGHT,m98
u1460,SALLAH,m98
u1461,CAPT. BLUMBURTT,m99
u1462,CHATTAR LAL,m99
u1463,INDIANA,m99
u1464,LAO,m99
u1465,MOLA RAM,m99
u1466,SHAMAN,m99
u1467,SHORT ROUND,m99
u1468,WILLIE,m99
u1469,AL,m100
u1470,BURR,m100
u1471,COLIN,m100
u1472,DIETER,m100
u1473,FINNEGAN,m100
u1474,GRUNER,m100
u1475,JOE,m100
u1476,LEADER,m100
u1477,OUTSIDE -,m100
u1478,RECEPTIONIST.,m100
u1479,RENE,m100
u1480,RYUJI,m100
u1481,TECH 2,m100
u1482,TECH 3,m100
u1483,WAITER,m100
u1484,WOMAN,m100
u1485,BARBARA,m101
u1486,BILL ROBERTSON'S VOICE,m101
u1487,CHARLIE PHILLIPS,m101
u1488,DEBBIE DELUCA,m101
u1489,DEBORAH,m101
u1490,DON HEWITT,m101
u1491,ERIC KLUSTER,m101
u1492,FBI AGENT #2,m101
u1493,FELLING,m101
u1494,HELEN CAPERELLI,m101
u1495,JIM COOPER,m101
u1496,JIM COOPER'S VOICE,m101
u1497,LIANE,m101
u1498,LIANE'S VOICE,m101
u1499,LOWELL,m101
u1500,LOWELL'S VOICE,m101
u1501,MICHAEL MOORE,m101
u1502,MIKE WALLACE,m101
u1503,MOTLEY,m101
u1504,RICHARD SCRUGGS,m101
u1505,SHARON,m101
u1506,THE HOTEL MANAGER'S VOICE,m101
u1507,THE SHEIKH,m101
u1508,THOMAS SANDEFUR,m101
u1509,TOBACCO LAWYER,m101
u1510,WIGAND,m101
u1511,WIGAND'S VOICE,m101
u1512,BONNIE,m102
u1513,DOYLE,m102
u1514,GANGSTER,m102
u1515,JOE,m102
u1516,JUDGE,m102
u1517,KENNETH,m102
u1518,LAWYER,m102
u1519,MARYLIN,m102
u1520,MILES,m102
u1521,PATRICIA,m102
u1522,RAMONA,m102
u1523,REX,m102
u1524,RUTH,m102
u1525,SARAH,m102
u1526,VOICE,m102
u1527,WITNESS,m102
u1528,WOMAN,m102
u1529,WRIGLEY,m102
u1530,ANDREWS,m103
u1531,BOY,m103
u1532,CAPTAIN,m103
u1533,DANKER,m103
u1534,DRIVER,m103
u1535,ELLIE,m103
u1536,ELLIE'S VOICE,m103
u1537,FIRST PILOT,m103
u1538,FIRST POLICEMAN,m103
u1539,GORDON,m103
u1540,GUARD,m103
u1541,KING,m103
u1542,LOVINGTON,m103
u1543,MAN,m103
u1544,MARY,m103
u1545,OLD LADY,m103
u1546,OPERATOR,m103
u1547,OWNER,m103
u1548,PETER,m103
u1549,PETER'S VOICE,m103
u1550,SECOND PILOT,m103
u1551,SECRETARY,m103
u1552,SHAPELEY,m103
u1553,WESTLEY,m103
u1554,WIFE,m103
u1555,AL,m104
u1556,ANDREWS,m104
u1557,BANISTER,m104
u1558,BILL,m104
u1559,CORONER,m104
u1560,DYMOND,m104
u1561,FERRIE,m104
u1562,FINCK,m104
u1563,FRANK,m104
u1564,GARRISON,m104
u1565,GOLDBERG,m104
u1566,JASPER,m104
u1567,JEAN HILL,m104
u1568,JIM,m104
u1569,JOHNSON,m104
u1570,JUDGE HAGGERTY,m104
u1571,LAWYER,m104
u1572,LIZ,m104
u1573,LONG,m104
u1574,LOU,m104
u1575,MALE VOICE,m104
u1576,MAN,m104
u1577,MARTIN,m104
u1578,MERCER,m104
u1579,MILLER,m104
u1580,MOBSTER,m104
u1581,NUMA,m104
u1582,O'KEEFE,m104
u1583,OFFICIAL,m104
u1584,RUBY,m104
u1585,SHAW,m104
u1586,SUSIE,m104
u1587,VIRGINIA,m104
u1588,X,m104
u1589,AMY,m105
u1590,ANITA,m105
u1591,BEAUMONT,m105
u1592,DARGUS,m105
u1593,JACKIE,m105
u1594,LOUIS,m105
u1595,MAX,m105
u1596,MELANIE,m105
u1597,NICOLET,m105
u1598,ORDELL,m105
u1599,PUBLIC DEFENDER,m105
u1600,SHERONDA,m105
u1601,WINSTON,m105
"u1602	""DOCTOR""	m106	jacob's ladder	?	?",,
u1603,DELLA,m106
u1604,DOORMAN,m106
u1605,DOUG,m106
u1606,ELI,m106
u1607,ELSA,m106
u1608,FRANK,m106
u1609,GABE,m106
u1610,GEARY,m106
u1611,GEORGE,m106
u1612,JACOB,m106
u1613,JERRY,m106
u1614,JEZZIE,m106
u1615,LEADER,m106
u1616,LOUIS,m106
u1617,MICHAEL,m106
u1618,MRS. CARMICHAEL,m106
u1619,NURSE,m106
u1620,PAUL,m106
u1621,RECEPTIONIST,m106
u1622,RESIDENT,m106
u1623,ROD,m106
u1624,SARAH,m106
u1625,STERN,m106
u1626,VOICE,m106
u1627,WOMAN,m106
u1628,AZRAEL,m107
u1629,BOEMAN,m107
u1630,BRODSKI,m107
u1631,DALLAS,m107
u1632,DELONGPRE,m107
u1633,FAT LOU,m107
u1634,JANESSA,m107
u1635,KAY-EM 14,m107
u1636,KICKER,m107
u1637,KKINSA,m107
u1638,PEREZ,m107
u1639,RIZZO,m107
u1640,THORGAN,m107
u1641,YLLO,m107
u1642,BRODY,m108
u1643,CASSIDY,m108
u1644,CHARLIE,m108
u1645,DENHERDER,m108
u1646,ELLEN,m108
u1647,ELLEN'S VOICE,m108
u1648,HENDRICKS,m108
u1649,HOOPER,m108
u1650,MEADOWS,m108
u1651,MICHAEL,m108
u1652,QUINT,m108
u1653,VAUGHN,m108
u1654,BLEEKER,m109
u1655,BLEEKER'S MOM,m109
u1656,BREN,m109
u1657,GERTA,m109
u1658,GIRL LAB PARTNER,m109
u1659,GUY LAB PARTNER,m109
u1660,JUNO,m109
u1661,LEAH,m109
u1662,MAC,m109
u1663,MARK,m109
u1664,PUNK RECEPTIONIST,m109
u1665,ROLLO,m109
u1666,SU-CHIN,m109
u1667,ULTRASOUND TECH,m109
u1668,VANESSA,m109
u1669,VIJAY,m109
u1670,ADELE,m110
u1671,ATTENDANT,m110
u1672,BRIAN,m110
u1673,CAROL,m110
u1674,CARRIE,m110
u1675,EARLY,m110
u1676,PAROLE OFFICER,m110
u1677,POLICE OFFICER,m110
u1678,BLACK NURSE,m111
u1679,CASPER,m111
u1680,DARCY,m111
u1681,FIDGET,m111
u1682,GIRL,m111
u1683,HAROLD,m111
u1684,HOODLUM,m111
u1685,JENNIE,m111
u1686,KOREAN STORE OWNER,m111
u1687,LINDA,m111
u1688,MISHA,m111
u1689,MOM,m111
u1690,PAUL,m111
u1691,RUBY,m111
u1692,STEVEN,m111
u1693,SUSAN,m111
u1694,TAMARA,m111
u1695,TAXI DRIVER,m111
u1696,TELLY,m111
u1697,WHITE NURSE,m111
u1698,ANDY,m112
u1699,CALLER,m112
u1700,DAVID,m112
u1701,DOCTOR FULTON,m112
u1702,ERICA,m112
u1703,FRANK,m112
u1704,GIRL,m112
u1705,JEREMY,m112
u1706,KATHY,m112
u1707,NOLAN,m112
u1708,PETER,m112
u1709,WOMAN,m112
u1710,WOMAN'S VOICE,m112
u1711,YURILIVICH,m112
u1712,COLWYN,m113
u1713,CYCLOPS,m113
u1714,ERGO,m113
u1715,LYSSA,m113
u1716,QUEEN,m113
u1717,ROWAN,m113
u1718,SEER,m113
u1719,TITCH,m113
u1720,TORQUIL,m113
u1721,TUROLD,m113
u1722,VELLA,m113
u1723,VOICE OF THE BEAST,m113
u1724,WIDOW,m113
u1725,YNYR,m113
u1726,COP,m114
u1727,JENNY,m114
u1728,LEON,m114
u1729,MAN,m114
u1730,MATHILDA,m114
u1731,RECEPTIONIST,m114
u1732,RINALDI,m114
u1733,STANSFIELD,m114
u1734,THE BOSS,m114
u1735,TONY,m114
u1736,ADELLE,m115
u1737,DALLY,m115
u1738,DENNY,m115
u1739,DR. RAY,m115
u1740,DR. ROYCE,m115
u1741,ELLEN,m115
u1742,FATHER,m115
u1743,GERALD,m115
u1744,HANSEN,m115
u1745,ISAAC,m115
u1746,JOSELLE,m115
u1747,KRIS,m115
u1748,MAURICE,m115
u1749,MICHELLE,m115
u1750,MR. CALDWELL,m115
u1751,OLD WOMAN,m115
u1752,PRIEST,m115
u1753,STEPHANIE,m115
u1754,TANDY,m115
u1755,BEN,m116
u1756,BRAD,m116
u1757,CONVENTIONEER,m116
u1758,SERA,m116
u1759,WAITRESS,m116
u1760,YURI,m116
u1761,ADVISOR,m117
u1762,BROOKE,m117
u1763,CHUTNEY,m117
u1764,DEWEY,m117
u1765,DONOVAN,m117
u1766,DORKY DAVID,m117
u1767,ELLE,m117
u1768,EMMETT,m117
u1769,ENRIQUE,m117
u1770,FUZZY 2L,m117
u1771,GUARD,m117
u1772,MARGOT,m117
u1773,MRS. WINDHAM VANDERMARK,m117
u1774,PAULETTE,m117
u1775,PROFESSOR DONOVAN,m117
u1776,PROFESSOR STROMWELL,m117
u1777,SARAH,m117
u1778,SERENA,m117
u1779,WARNER,m117
u1780,1ST DEMON,m118
u1781,2ND DEMON,m118
u1782,BARON,m118
u1783,DRAGON,m118
u1784,GUMP,m118
u1785,JACK,m118
u1786,JENNY,m118
u1787,JIMMY,m118
u1788,LILI,m118
u1789,OGG,m118
u1790,OONA,m118
u1791,SCREWBALL,m118
u1792,THURGIS,m118
u1793,ADAM,m119
u1794,ALYSSA,m119
u1795,BOB,m119
u1796,BRYAN,m119
u1797,COLLEEN,m119
u1798,COREY,m119
u1799,GEORGE,m119
u1800,JOSH,m119
u1801,KURT,m119
u1802,NURSE,m119
u1803,PETER,m119
u1804,ROBIN,m119
u1805,RYAN,m119
u1806,SAM,m119
u1807,ABERNATHY,m120
u1808,BISCUIT,m120
u1809,BLOCKER,m120
u1810,BOUNCER,m120
u1811,CLAUDE,m120
u1812,COOKIE,m120
u1813,DAISY,m120
u1814,DILLARD,m120
u1815,DOCTOR,m120
u1816,GOLDMOUTH,m120
u1817,HOPPIN' BOB,m120
u1818,JAKE,m120
u1819,JANGLE LEG,m120
u1820,LEON,m120
u1821,MAE ROSE,m120
u1822,MAMA GIBSON,m120
u1823,NURSE HUMPHRIES,m120
u1824,PIKE,m120
u1825,POKER FACE,m120
u1826,RADIO,m120
u1827,RAY,m120
u1828,SLIM,m120
u1829,SPANKY,m120
u1830,SYLVIA,m120
u1831,WILKINS,m120
u1832,WILLIE,m120
u1833,YVETTE,m120
u1834,ADRIAN,m121
u1835,ANGEL,m121
u1836,BEEFY,m121
u1837,CASSIUS,m121
u1838,CHRISTA,m121
u1839,DAD,m121
u1840,DAN,m121
u1841,GATEKEEPER,m121
u1842,JIMMY THE DEMON,m121
u1843,JOHN,m121
u1844,KATHY LEE,m121
u1845,LUCIFER,m121
u1846,NICKY,m121
u1847,PETER,m121
u1848,REGIS,m121
u1849,STREET VENDOR,m121
u1850,STUDENT,m121
u1851,TODD,m121
u1852,VALERIE,m121
u1853,BILLY,m122
u1854,BOX,m122
u1855,DOC,m122
u1856,FRANCIS,m122
u1857,HOLLY,m122
u1858,JESSICA,m122
u1859,LOGAN,m122
u1860,MAN,m122
u1861,MARY,m122
u1862,OLD MAN,m122
u1863,RECEPTIONIST,m122
u1864,VOICE,m122
u1865,WOMAN,m122
"u1866	""V""	m123	lost highway	?	?",,
u1867,AL,m123
u1868,ALICE,m123
u1869,ANDY,m123
u1870,ARNIE,m123
u1871,BILL,m123
u1872,CAPTAIN HENDERSON,m123
u1873,CLAIRE,m123
u1874,DR. ROGOFF,m123
u1875,DRIVER,m123
u1876,ED,m123
u1877,FRED,m123
u1878,GUARD,m123
u1879,JOHNNY MACK,m123
u1880,MARIAN,m123
u1881,MR. EDDY,m123
u1882,MYSTERY MAN,m123
u1883,PETE,m123
u1884,RAQUEL,m123
u1885,RENEE,m123
u1886,SHEILA,m123
u1887,VOICE,m123
u1888,WARDEN,m123
u1889,ASSISTANT SECRETARY,m124
u1890,BARNARD,m124
u1891,CHANG,m124
u1892,CLERK,m124
u1893,CONWAY,m124
u1894,GEORGE,m124
u1895,GLORIA,m124
u1896,HIGH LAMA,m124
u1897,LAMA,m124
u1898,LOVETT,m124
u1899,MARIA,m124
u1900,SONDRA,m124
u1901,COWAN,m125
u1902,DEE,m125
u1903,INS LEADER,m125
u1904,JAY,m125
u1905,JEEBS,m125
u1906,KAY,m125
u1907,LAUREL,m125
u1908,LEONARD,m125
u1909,MIKEY,m125
u1910,PRESIDENT,m125
u1911,WALLACE,m125
u1912,YAZ,m125
u1913,ZED,m125
u1914,ZED'S VOICE,m125
u1915,AGATHA,m126
u1916,ANDERTON,m126
u1917,ANDERTON'S VOICE,m126
u1918,BURGESS,m126
u1919,CROW,m126
u1920,CUSTOMER,m126
u1921,DR. EDDIE,m126
u1922,FLETCHER,m126
u1923,GIDEON,m126
u1924,HOWARD,m126
u1925,IRIS,m126
u1926,JAD,m126
u1927,KNOTT,m126
u1928,LARA,m126
u1929,RUFUS,m126
u1930,SARAH,m126
u1931,SEAN,m126
u1932,SECRETARY,m126
u1933,WALLY,m126
u1934,WITWER,m126
u1935,ARTHUR,m127
u1936,AUDREY,m127
u1937,BARTENDER,m127
u1938,BELLMAN,m127
u1939,BIANCA,m127
u1940,BOBBY,m127
u1941,CHLOE,m127
u1942,CYNTHIA,m127
u1943,DOORMAN,m127
u1944,FLIGHT ATTENDANT,m127
u1945,HISPANIC KID,m127
u1946,HORNY GUY,m127
u1947,HORRACE,m127
u1948,JESS,m127
u1949,JIMMY,m127
u1950,LEO,m127
u1951,MAX,m127
u1952,RICKY,m127
u1953,RUIZ,m127
u1954,SCREECH,m127
u1955,WELSHMAN,m127
u1956,WENDY,m127
u1957,ARCHIE,m128
u1958,BEMBRY,m128
u1959,BENJAMIN,m128
u1960,BENJAMIN 2X,m128
u1961,BETTY,m128
u1962,BROTHER EARL,m128
u1963,CHAPLAIN GILL,m128
u1964,DR. PAYSON,m128
u1965,ELIJAH,m128
u1966,GREGORY,m128
u1967,HONEY,m128
u1968,JUDGE,m128
u1969,LAURA,m128
u1970,LOUISE,m128
u1971,MALCOLM,m128
u1972,MALCOLM'S VOICE,m128
u1973,MISS DUNNE,m128
u1974,MRS. SWERLIN,m128
u1975,PLAINCLOTHES,m128
u1976,RUDY,m128
u1977,SAMMY,m128
u1978,SHORTY,m128
u1979,SIDNEY,m128
u1980,SISTER LUCILLE,m128
u1981,SOPHIA,m128
u1982,VOICE OF MALCOLM X,m128
u1983,CREASY,m129
u1984,CREASY'S VOICE,m129
u1985,CUSTOMS,m129
u1986,DANIEL,m129
u1987,GUARDIAN TWO,m129
u1988,JORDAN,m129
u1989,JORGE,m129
u1990,LISA,m129
u1991,MANZANO,m129
u1992,PINTA,m129
u1993,RAYBURN,m129
u1994,REINA,m129
u1995,ROSANNA,m129
u1996,SAMUEL,m129
u1997,SISTER ANNA,m129
u1998,TAZINARI,m129
u1999,VOICE,m129
u2000,ANDY,m130
u2001,ANGIE,m130
u2002,BARTENDER,m130
u2003,CATHERINE,m130
u2004,CLARA,m130
u2005,DR. KEEGAN,m130
u2006,FIRST IRISH WOMAN,m130
u2007,GIRL,m130
u2008,JOE,m130
u2009,LEO,m130
u2010,MARTY,m130
u2011,MRS. FUSARI,m130
u2012,MRS. PILLETTI,m130
u2013,RALPH,m130
u2014,SECOND IRISH WOMAN,m130
u2015,THOMAS,m130
u2016,VIRGINIA,m130
u2017,DAGO RED,m131
u2018,DUKE,m131
u2019,FRANK,m131
u2020,GENERAL HAMMOND,m131
u2021,HAWKEYE,m131
u2022,HENRY,m131
u2023,HO-JON,m131
u2024,HOT LIPS,m131
u2025,KOREAN DOCTOR,m131
u2026,LIEUTENANT DISH,m131
u2027,LIEUTENANT SCORCH,m131
u2028,ME LAY,m131
u2029,MEDICAL CORPS SERGEANT,m131
u2030,PAINLESS,m131
u2031,RADAR,m131
u2032,SECOND MEDICAL CORPS SERGEANT,m131
u2033,SPEARCHUCKER,m131
u2034,TRAPPER,m131
u2035,UGLY JOHN,m131
u2036,ANN,m132
u2037,BEANY,m132
u2038,BERT,m132
u2039,BERT'S WIFE,m132
u2040,COLONEL,m132
u2041,CONNELL,m132
u2042,D. B.,m132
u2043,EDDIE,m132
u2044,JOE,m132
u2045,JOHN,m132
u2046,MAYOR,m132
u2047,MIKE,m132
u2048,MOTHER,m132
u2049,MRS. MITCHELL,m132
u2050,POP,m132
u2051,SECRETARY,m132
u2052,SOURPUSS,m132
u2053,TALL CHAP,m132
u2054,BAFFERT,m133
u2055,CLARENCE,m133
u2056,DAVE,m133
u2057,EARL,m133
u2058,JAIL GUARD #2,m133
u2059,KIMURA,m133
u2060,KORDA,m133
u2061,MCCALL,m133
u2062,OFFICER #1,m133
u2063,RAYMOND,m133
u2064,RONNIE,m133
u2065,ROPER,m133
u2066,SOLIS,m133
u2067,TRACK ANNOUNCER,m133
u2068,CHRISTOPH,m134
u2069,DEX,m134
u2070,DIGITAL GENA,m134
u2071,EMMA,m134
u2072,GENA,m134
u2073,HALDEN,m134
u2074,KATIE,m134
u2075,KID,m134
u2076,LAWYER,m134
u2077,SYNTHETIC VOICE,m134
u2078,TANNER,m134
u2079,ADAM,m135
u2080,AISHA,m135
u2081,ALPHA 5,m135
u2082,BILLY,m135
u2083,BULK,m135
u2084,DULCEA,m135
u2085,GOLDAR,m135
u2086,IVAN,m135
u2087,KIMBERLY,m135
u2088,MORDANT,m135
u2089,RITA,m135
u2090,ROCKY,m135
u2091,SKULL,m135
u2092,TOMMY,m135
u2093,ZEDD,m135
u2094,ZORDON,m135
u2095,AL CAPONE,m136
u2096,BOBBY CLOWES,m136
u2097,BOO-BOO HOFF,m136
u2098,CAPONE,m136
u2099,CHARLIE,m136
u2100,DETECTIVE MULLAVEY,m136
u2101,FRANK,m136
u2102,GAY ORLOVA,m136
u2103,JOE PROFACI,m136
u2104,LANSKY,m136
u2105,LUCIANO,m136
u2106,MAD DOG COLL,m136
u2107,MANAGER,m136
u2108,MARANZANO,m136
u2109,MASSERIA,m136
u2110,REINA,m136
u2111,ROTHSTEIN,m136
u2112,SIEGEL,m136
u2113,ALICE,m137
u2114,BULL,m137
